title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours,filesChanged,description,result
Adding support for UNIX Sockets,2017-09-04T15:10:09Z,2018-02-17T00:05:49Z,2018-02-17T00:05:49Z,1,,3968.927777777778,2,158,Merged
Replace webpack with rollup,2017-09-07T05:17:07Z,,2019-12-25T00:31:06Z,1,,20131.233055555556,10,1351,Closed
Added ES6 example in README,2017-09-19T09:52:21Z,2018-04-07T03:52:06Z,2018-04-07T03:52:06Z,1,,4793.995833333333,1,168,Merged
Fix/pass agent mixed protocol redirects,2017-09-21T20:29:50Z,,2020-05-22T14:19:03Z,1,,23369.820277777777,2,1484,Closed
Fixing Cookie Helper with Async Components (#1105),2017-09-27T00:09:46Z,2020-05-22T14:44:18Z,2020-05-22T14:44:18Z,2,,23246.575555555555,1,116,Merged
Adding jsDelivr link in README,2017-09-30T19:35:35Z,2020-02-15T12:48:17Z,2020-02-15T12:48:17Z,11,,20825.211666666666,1,389,Merged
Fixing default method for an instance always overwritten by get,2017-10-10T19:49:29Z,2018-02-20T06:39:06Z,2018-02-20T06:39:07Z,1,,3178.8269444444445,2,878,Merged
Unzipping response body only for statuses != 204,2017-10-13T11:51:56Z,2019-05-15T19:35:10Z,2019-05-15T19:35:10Z,1,,13903.720555555556,1,317,Merged
Adding better 'responseType' and 'method' type definitions by using a…,2017-10-24T17:50:59Z,2018-04-08T07:19:47Z,2018-04-08T07:19:47Z,2,,3973.48,1,293,Merged
Add a check for navigator object since isURLSameOrigin relies on it,2017-11-26T23:25:32Z,,2020-02-24T11:22:44Z,1,,19667.953333333335,1,576,Closed
fix https request on http proxy problem,2017-12-11T10:30:34Z,,2020-05-22T19:15:21Z,3,,21440.74638888889,3,369,Closed
Updating the docs to use Promises. Fixes #1042,2017-12-13T05:01:38Z,,2020-02-15T12:41:05Z,1,CHANGES_REQUESTED,19063.6575,1,213,Closed
Bug/allow header to contain http verb keys #1252,2017-12-29T15:47:55Z,2020-05-22T19:26:11Z,2020-05-22T19:26:11Z,2,,21003.637777777778,2,217,Merged
Update license date,2017-12-31T23:57:46Z,2018-01-05T16:30:16Z,2018-01-05T16:30:16Z,1,APPROVED,112.54166666666667,1,0,Merged
Upgrade all dependencies to latest version,2018-01-06T23:49:35Z,,2018-03-31T12:26:28Z,1,,2004.6147222222223,14,353,Closed
Fix Markdown formatting for issue and pull request template,2018-01-07T06:40:18Z,2018-01-08T16:29:53Z,2018-01-08T16:29:53Z,1,,33.826388888888886,2,208,Merged
adding codetriage badge,2018-01-07T07:09:39Z,2018-02-08T03:23:29Z,2018-02-08T03:23:29Z,3,APPROVED,764.2305555555556,1,210,Merged
Temp fix for follow-redirect,2018-01-07T16:45:29Z,,2018-01-11T05:48:14Z,1,,85.04583333333333,1,158,Closed
Added a simple async/await example,2018-01-08T12:16:08Z,2018-02-23T03:03:47Z,2018-02-23T03:03:47Z,1,CHANGES_REQUESTED,1094.7941666666666,1,197,Merged
Set maxBodyLength on follow-redirects to match maxContentLength on AxiosOptions,2018-01-11T14:03:04Z,2018-02-11T19:25:56Z,2018-02-11T19:25:56Z,1,APPROVED,749.3811111111111,1,236,Merged
Adding example of cancelling a POST request to readme,2018-01-22T13:02:09Z,2018-01-22T16:41:10Z,2018-01-22T16:41:10Z,3,APPROVED,3.6502777777777777,1,125,Merged
Use Babel 7 & Webpack3 (via blocks),2018-02-05T11:58:34Z,2018-02-05T15:59:41Z,2018-02-05T15:59:41Z,6,,4.018611111111111,7,156,Merged
ESLint Standard,2018-02-05T16:29:26Z,2018-02-05T20:58:21Z,2018-02-05T20:58:21Z,4,,4.481944444444444,68,335,Merged
migrate nodeunit to jasmine,2018-02-05T17:00:26Z,2018-02-09T10:56:02Z,2018-02-09T10:56:02Z,2,,89.92666666666666,3,254,Merged
Adjust karma to use Webpack 3 config,2018-02-06T08:00:21Z,2018-02-09T12:07:10Z,2018-02-09T12:07:10Z,1,,76.11361111111111,10,317,Merged
fix cannot send post method,2018-02-07T05:49:55Z,2018-02-17T02:58:49Z,2018-02-17T02:58:49Z,1,APPROVED,237.14833333333334,1,51,Merged
Substitute custom utils with lodash,2018-02-09T13:20:57Z,2018-02-09T15:08:13Z,2018-02-09T15:08:13Z,7,,1.7877777777777777,6,263,Merged
Add reference to axios-fetch in ECOSYSTEM.md,2018-02-14T17:04:16Z,2018-02-17T01:42:34Z,2018-02-17T01:42:34Z,1,APPROVED,56.638333333333335,1,64,Merged
Documents default,2018-02-15T01:50:04Z,2018-02-17T16:28:47Z,2018-02-17T16:28:47Z,1,CHANGES_REQUESTED,62.64527777777778,2,0,Merged
Error/typo,2018-02-21T17:01:07Z,,2018-02-22T18:57:28Z,1,CHANGES_REQUESTED,25.939166666666665,1,2,Closed
Clone config defaults on axios.create,2018-02-28T22:39:01Z,,2018-03-09T17:18:44Z,17,CHANGES_REQUESTED,210.66194444444446,3,826,Closed
Fixing #385 - Keep defaults local to instance,2018-03-02T10:31:42Z,2018-04-10T22:28:13Z,2018-04-10T22:28:13Z,7,APPROVED,947.9419444444444,9,1877,Merged
Fixing #537 Rejecting promise if request is cancelled by the browser,2018-03-05T16:23:09Z,2018-03-07T19:50:17Z,2018-03-07T19:50:17Z,1,APPROVED,51.452222222222225,2,110,Merged
FIX: all tests and eslint for the 1.0.0 branch,2018-03-11T03:45:15Z,2018-03-26T08:59:51Z,2018-03-26T08:59:51Z,3,,365.24333333333334,21,527,Merged
Completely delete ejected interceptor handlers,2018-03-12T20:47:56Z,,2020-06-04T18:50:58Z,1,,19558.050555555557,2,468,Closed
Adding isAxiosError flag to errors thrown by axios,2018-03-15T14:46:39Z,2018-08-20T09:02:24Z,2018-08-20T09:02:24Z,3,,3786.2625,4,180,Merged
Updating xhr adapter to inherit withCredentials flag from the config,2018-03-28T09:44:22Z,,2019-12-07T10:30:45Z,1,,14856.773055555555,2,884,Closed
implement maxContentLength in xhr,2018-04-13T09:27:51Z,,2020-05-25T17:09:43Z,3,,18559.69777777778,1,119,Closed
Update README.md,2018-04-14T16:58:21Z,2018-07-05T15:02:42Z,2018-07-05T15:02:42Z,1,,1966.0725,1,684,Merged
Destroy stream on exceeding maxContentLength (fixes #1098),2018-04-15T14:59:31Z,2019-05-07T19:20:35Z,2019-05-07T19:20:35Z,1,,9292.351111111111,1,922,Merged
fix 'Network Error' in react native android,2018-04-16T08:02:30Z,2020-05-23T17:06:11Z,2020-05-23T17:06:11Z,2,,18441.061388888887,1,283,Merged
Fixing password encoding with special characters in basic authentication,2018-04-18T07:21:15Z,2020-05-26T16:32:04Z,2020-05-26T16:32:04Z,1,,18465.180277777778,2,138,Merged
Fixing maxContentLength config not working for exceeded content-length response,2018-04-18T23:00:31Z,,2020-06-25T16:48:03Z,5,,19169.792222222222,2,174,Closed
Fixing default transformRequest with buffer pools,2018-04-30T21:30:13Z,2020-05-27T12:42:42Z,2020-05-27T12:42:42Z,1,,18183.208055555555,2,1470,Merged
fix incorrect variable while returning promise on interceptors,2018-05-06T19:50:42Z,,2019-12-03T11:49:22Z,1,,13815.977777777778,1,63,Closed
Move axios core to ESM,2018-05-11T13:52:05Z,2018-05-11T15:05:44Z,2018-05-11T15:05:44Z,1,,1.2275,28,462,Merged
Allow setting of content-type,2018-05-18T04:30:40Z,,2020-02-16T05:19:06Z,1,,15336.807222222222,3,89,Closed
cleaner definitions with union types.,2018-05-18T21:43:31Z,2018-07-05T06:48:08Z,2018-07-05T06:48:08Z,1,,1137.0769444444445,1,66,Merged
chore: cache node_modules,2018-06-07T20:59:40Z,,2020-04-04T20:44:43Z,1,,16007.750833333334,1,0,Closed
Allow custom return types,2018-06-14T09:59:57Z,2018-06-18T08:48:30Z,2018-06-18T08:48:30Z,1,,94.80916666666667,2,364,Merged
[NS]: Send `false` flag isStandardBrowserEnv for Nativescript,2018-06-17T15:03:40Z,2018-06-19T12:59:59Z,2018-06-19T12:59:59Z,1,,45.93861111111111,1,142,Merged
Fixing usage of deprecated Buffer constructor. (#1555),2018-06-21T19:39:03Z,2018-07-05T06:47:18Z,2018-07-05T06:47:18Z,1,,323.1375,2,0,Merged
Adding second then on axios call in the readme,2018-06-22T08:51:56Z,2018-07-02T03:10:05Z,2018-07-02T03:10:05Z,1,,234.3025,1,322,Merged
Drop IE9 and IE10,2018-07-21T17:39:47Z,2018-08-06T07:56:52Z,2018-08-06T07:56:52Z,1,,374.28472222222223,10,161,Merged
Adding support for no_proxy env variable,2018-07-24T01:41:14Z,2018-08-07T17:52:05Z,2018-08-07T17:52:05Z,2,APPROVED,352.18083333333334,3,595,Merged
Added getUri method,2018-08-06T12:57:15Z,2018-08-07T17:52:31Z,2018-08-07T17:52:31Z,2,APPROVED,28.92111111111111,2,682,Merged
Fixing crash in XHR when setting user-agent header,2018-08-08T16:12:25Z,,2018-12-30T09:50:04Z,2,,3449.6275,1,1049,Closed
Add `getUri` signature to TypeScript definition.,2018-08-17T12:53:21Z,2018-08-21T14:24:54Z,2018-08-21T14:24:54Z,2,APPROVED,97.52583333333334,1,121,Merged
makes axios error generic to use axios response,2018-08-17T21:18:07Z,2019-05-07T19:14:58Z,2019-05-07T19:14:58Z,4,APPROVED,6309.9475,1,324,Merged
Adding responseEncoding to mergeConfig,2018-08-20T15:42:12Z,2020-02-15T13:49:27Z,2020-02-15T13:49:27Z,2,,13054.120833333332,1,261,Merged
Fixing socket hang up error on node side for slow response.,2018-08-23T02:00:06Z,2019-09-16T08:58:59Z,2019-09-16T08:58:59Z,2,,9342.98138888889,1,836,Merged
Preserve HTTP method when following redirect,2018-08-26T20:23:24Z,2018-08-27T15:26:39Z,2018-08-27T15:26:39Z,2,,19.054166666666667,2,261,Merged
Fixing building url with hash mark,2018-08-31T12:34:56Z,2018-09-04T07:53:57Z,2018-09-04T07:53:57Z,3,,91.31694444444445,2,167,Merged
Fixing overwrite Blob/File type as Content-Type in browser.,2018-09-01T03:44:30Z,2020-05-28T19:28:41Z,2020-05-28T19:28:41Z,7,,15255.736388888889,1,10,Merged
Allow uppercase methods in typings.,2018-09-07T13:10:02Z,2018-09-17T16:25:07Z,2018-09-17T16:25:07Z,1,,243.2513888888889,1,200,Merged
Consistent coding style,2018-09-12T12:19:49Z,2018-09-17T14:19:35Z,2018-09-17T14:19:35Z,1,,121.9961111111111,1,99,Merged
Fixing .eslintrc without extension,2018-09-13T12:12:25Z,2018-09-17T14:24:47Z,2018-09-17T14:24:47Z,1,,98.20611111111111,1,266,Merged
"Refined typescript types, added documentation to types (NOTE: Breaking changes)",2018-09-20T14:19:49Z,,2020-08-27T19:11:05Z,1,,16972.854444444445,5,4622,Closed
Update README.md,2018-09-20T14:24:06Z,,2020-04-05T09:58:20Z,1,,13507.570555555556,1,626,Closed
fix the description of maxContentLength in README,2018-10-01T07:34:13Z,,2020-02-15T14:01:38Z,2,,12054.456944444444,1,312,Closed
Remove dependency on is-buffer,2018-10-01T19:17:56Z,2019-11-18T06:53:28Z,2019-11-18T06:53:28Z,7,,9899.592222222222,3,303,Merged
feat: Allow custom config,2018-10-15T15:46:09Z,,2019-11-23T23:48:00Z,2,CHANGES_REQUESTED,9704.030833333334,4,11,Closed
Allow unsetting headers by passing null (#382),2018-10-21T15:58:05Z,2020-06-04T18:57:55Z,2020-06-04T18:57:56Z,8,,14210.997222222222,4,615,Merged
Fixing ignore set withCredentials false,2018-10-26T07:54:13Z,,2019-12-07T10:31:34Z,4,,9770.6225,1,158,Closed
Update `axios-authorized` to ECOSYSTEM.md,2018-11-02T13:36:26Z,,2020-04-26T21:14:27Z,2,,12991.63361111111,1,53,Closed
Fixing request.responseText missing error,2018-11-03T13:46:25Z,,2020-06-25T16:50:01Z,1,,14403.06,1,374,Closed
Adding responseEncoding to AxiosRequestConfig typescript definitions,2018-11-04T18:46:19Z,,2020-03-07T07:03:29Z,6,,11724.28611111111,1,127,Closed
Prevent subdomains of domains in NO_PROXY from getting proxied,2018-11-15T18:30:50Z,,2019-09-28T23:52:26Z,8,,7613.36,1,886,Closed
feat: type axios-error,2018-11-21T13:26:47Z,,2019-05-07T19:16:32Z,1,,4013.829166666667,1,94,Closed
Fixing indexOf[throws] error on null url.,2018-11-22T13:22:36Z,,2020-06-25T16:56:43Z,2,,13947.568611111112,3,614,Closed
removes unnecessary Content-Type delete according issue #362,2018-11-23T09:00:34Z,,2020-05-29T04:48:55Z,1,,13267.805833333334,1,265,Closed
Update README.md. Querystring libraries note,2018-11-27T10:33:05Z,2019-02-04T04:16:38Z,2019-02-04T04:16:38Z,5,,1649.7258333333334,1,42,Merged
Updating readme.md file,2018-11-27T16:22:19Z,2019-01-17T17:34:06Z,2019-01-17T17:34:06Z,3,,1225.1963888888888,1,22,Merged
Adding support for URLSearchParams in node,2018-11-27T19:39:40Z,2020-06-25T17:06:00Z,2020-06-25T17:06:01Z,1,,13821.43888888889,1,75,Merged
Added Response header access instructions,2018-11-29T06:06:14Z,2020-02-26T11:03:20Z,2020-02-26T11:03:21Z,2,,10900.951666666666,1,252,Merged
Fixing protocol https not found issue,2018-11-30T23:14:03Z,2019-12-25T20:55:37Z,2019-12-25T20:55:37Z,5,,9357.692777777778,1,586,Merged
support message-body in get requests,2018-12-06T11:25:22Z,,2019-06-07T16:13:08Z,1,,4396.796111111111,1,157,Closed
Add react-hooks-axios,2018-12-13T07:47:26Z,2019-02-04T03:54:50Z,2019-02-04T03:54:50Z,1,APPROVED,1268.1233333333332,1,77,Merged
Enhancing... Code cleanups,2018-12-14T05:26:27Z,2020-05-29T04:57:03Z,2020-05-29T04:57:04Z,5,,12767.51,4,15,Merged
Allow opening examples in Gitpod,2019-01-14T09:26:51Z,2020-05-29T05:02:31Z,2020-05-29T05:02:31Z,1,,12019.594444444445,1,621,Merged
Typescript allow extension of AxiosConfig,2019-01-17T15:00:07Z,2020-07-01T16:48:18Z,2020-07-01T16:48:18Z,3,APPROVED,12745.803055555556,1,68,Merged
Adding tests and maxBodyLength for PUT requests (2),2019-01-30T13:59:06Z,,2020-05-29T05:10:04Z,1,,11631.182777777778,1,371,Closed
Adding support for params without value.,2019-02-01T07:48:19Z,2020-07-01T17:35:25Z,2020-07-01T17:35:25Z,5,,12393.785,2,270,Merged
Fixing Mocha tests.,2019-02-09T00:49:10Z,2019-02-09T04:27:36Z,2019-02-09T04:27:37Z,1,APPROVED,3.6405555555555558,1,241,Merged
Adding tests for method `options` type definitions,2019-02-11T18:35:15Z,2020-03-07T06:10:35Z,2020-03-07T06:10:35Z,2,,9347.58888888889,1,129,Merged
Fixing memory leak in v8 based enviroments,2019-02-14T09:29:35Z,,2020-06-25T18:00:25Z,1,,11936.513888888889,7,348,Closed
Include axios-hooks in ECOSYSTEM.md,2019-02-18T00:07:32Z,2020-02-26T12:13:37Z,2020-02-26T12:13:38Z,3,,8964.101388888888,1,40,Merged
docs(ECOSYSTEM): add axios-api-versioning,2019-02-28T00:16:33Z,2019-03-04T19:16:11Z,2019-03-04T19:16:11Z,1,APPROVED,114.99388888888889,1,96,Merged
Readme updated,2019-03-08T00:21:02Z,2019-05-07T20:17:17Z,2019-05-07T20:17:17Z,2,APPROVED,1459.9375,1,65,Merged
Adding feature to support axios sub-instances,2019-03-11T00:10:31Z,,2020-05-29T14:53:41Z,2,,10694.719444444445,3,293,Closed
Fix type of progressEvent,2019-03-26T14:41:25Z,,2020-03-28T09:52:25Z,3,,8827.183333333332,1,229,Closed
Fixing spacing for READ.me,2019-03-28T03:48:14Z,2019-05-07T20:16:15Z,2019-05-07T20:16:15Z,2,APPROVED,976.4669444444445,1,73,Merged
Adding Brotli Support,2019-03-31T05:19:16Z,,2020-03-24T14:09:44Z,3,,8624.84111111111,4,158,Closed
Include axios-data-unpacker in ECOSYSTEM.md,2019-04-04T17:47:08Z,2020-05-29T17:06:21Z,2020-05-29T17:06:21Z,1,,10103.320277777777,1,66,Merged
docs(): Detailed config options environment.,2019-04-09T04:07:47Z,2020-05-29T17:08:28Z,2020-05-29T17:08:28Z,1,,9997.011388888888,1,36,Merged
Update README.md. - Fixed example methods typo,2019-04-10T01:35:35Z,2019-05-07T20:01:44Z,2019-05-07T20:01:44Z,2,APPROVED,666.4358333333333,1,26,Merged
Clarify what values responseType can have in Node,2019-04-30T22:28:00Z,2019-05-07T19:26:33Z,2019-05-07T19:26:34Z,1,APPROVED,164.97583333333333,1,232,Merged
Fixing getUri to return url that would be used for a request,2019-05-03T18:55:44Z,,2020-05-29T17:37:07Z,4,,9406.689722222221,2,332,Closed
Improving type of AxiosError.isAxiosError,2019-05-07T21:35:43Z,,2020-01-24T07:01:46Z,1,,6273.434166666667,1,186,Closed
Using Node 10 on CI,2019-05-09T03:45:33Z,,2019-05-30T16:33:26Z,6,,516.7980555555556,1,343,Closed
Add r2curl in ECOSYSTEM,2019-05-09T14:03:28Z,2019-05-15T19:40:24Z,2019-05-15T19:40:24Z,1,APPROVED,149.61555555555555,1,142,Merged
Include axios based Swagger Codegen in ECOSYSTEM.md,2019-05-21T15:25:38Z,2020-05-27T17:12:49Z,2020-05-27T17:12:49Z,1,,8929.78638888889,1,199,Merged
include information about usage of auth parameter,2019-05-22T18:58:52Z,2019-05-28T16:58:00Z,2019-05-28T16:58:00Z,1,APPROVED,141.98555555555555,1,185,Merged
It is also possible to have data in DELETE method,2019-05-23T14:09:16Z,2019-05-28T16:57:10Z,2019-05-28T16:57:10Z,1,APPROVED,122.79833333333333,1,266,Merged
Update ECOSYSTEM.md,2019-05-28T03:55:43Z,2019-05-28T16:55:34Z,2019-05-28T16:55:34Z,1,APPROVED,12.9975,1,35,Merged
🐛Fix request finally documentation in README,2019-05-30T18:19:09Z,2019-09-13T13:19:44Z,2019-09-13T13:19:44Z,2,,2539.009722222222,1,64,Merged
Allow PURGE method in typings,2019-05-31T01:16:11Z,2020-03-07T06:45:25Z,2020-03-07T06:45:25Z,1,APPROVED,6749.487222222222,1,57,Merged
fix typo in changelog.md,2019-05-31T05:32:06Z,2019-05-31T15:20:36Z,2019-05-31T15:20:36Z,2,APPROVED,9.808333333333334,1,51,Merged
Fix `params` merging,2019-05-31T15:56:02Z,,2020-02-15T14:12:33Z,2,APPROVED,6238.275277777778,1,421,Closed
"Doc fixes, minor examples cleanup",2019-06-02T20:09:44Z,2019-09-07T12:05:26Z,2019-09-07T12:05:26Z,1,,2319.9283333333333,12,259,Merged
Fixing issue 2195,2019-06-03T18:06:14Z,2019-09-13T12:36:00Z,2019-09-13T12:36:00Z,1,APPROVED,2442.496111111111,1,240,Merged
Fixing custom config options,2019-06-07T16:03:39Z,2019-09-07T00:40:05Z,2019-09-07T00:40:05Z,2,,2192.6072222222224,2,120,Merged
update type for AxiosInstance.defaults.headers,2019-06-08T13:01:01Z,,2020-05-29T16:36:33Z,2,,8547.592222222222,1,626,Closed
Adding console log on sandbox server startup,2019-06-08T20:08:37Z,2020-05-29T17:49:56Z,2020-05-29T17:49:56Z,1,,8541.68861111111,1,318,Merged
updating spelling and adding link to docs,2019-06-08T20:23:30Z,2019-09-13T12:31:50Z,2019-09-13T12:31:50Z,2,,2320.1388888888887,1,343,Merged
Fixing proxy type in AxiosRequestConfig,2019-06-13T09:09:24Z,,2019-11-09T20:46:26Z,1,,3587.617222222222,1,173,Closed
Added localAddress config option,2019-06-15T20:04:35Z,,2020-03-07T11:32:17Z,3,,6375.461666666667,3,0,Closed
Solve issue #2129 error message for bad headers format is unclear,2019-06-23T03:53:22Z,,2020-06-04T18:18:19Z,2,,8342.415833333333,5,145,Closed
Modernized typechecks,2019-06-28T19:08:27Z,,2020-06-04T18:27:50Z,1,,8207.323055555555,7,789,Closed
Fixing missing words in docs template,2019-06-30T16:22:30Z,2019-10-16T01:32:20Z,2019-10-16T01:32:20Z,3,,2577.163888888889,1,9,Merged
Fixing grammar in README.md,2019-07-08T07:46:07Z,2019-09-06T15:42:10Z,2019-09-06T15:42:10Z,1,,1447.9341666666667,1,139,Merged
Adding option useGlobalInterceptors,2019-07-15T07:32:31Z,,2020-02-26T12:40:19Z,1,,5429.13,7,538,Closed
Updating Readme.md file,2019-07-24T04:01:00Z,,2019-08-26T05:47:31Z,3,,793.7752777777778,1,131,Closed
Update README.md,2019-07-27T21:29:46Z,,2019-08-13T12:32:02Z,1,,399.03777777777776,1,37,Closed
Sintaxe alternative to send data into the body,2019-07-28T17:50:14Z,2019-09-13T12:19:17Z,2019-09-13T12:19:17Z,1,,1122.4841666666666,1,63,Merged
Allow PROPFIND to submit data,2019-08-02T21:09:50Z,,2020-02-29T10:21:03Z,1,,5053.186944444445,1,588,Closed
Adding options typings,2019-08-06T19:35:55Z,2019-11-04T05:17:28Z,2019-11-04T05:17:28Z,1,,2145.6925,1,71,Merged
Fixing set `config.method` after mergeConfig for Axios.prototype.request,2019-08-30T04:14:47Z,2019-09-06T17:23:56Z,2019-09-06T17:23:56Z,1,,181.1525,1,451,Merged
Fix a typo in README,2019-08-30T11:43:29Z,2019-09-06T12:55:07Z,2019-09-06T12:55:07Z,1,,169.1938888888889,1,0,Merged
"Update Webpack + deps, remove now unnecessary polyfills",2019-09-14T17:22:16Z,2019-10-21T18:56:29Z,2019-10-21T18:56:29Z,4,,889.5702777777777,13,918,Merged
+axios-mocker,2019-09-23T11:20:56Z,,2020-06-17T17:35:42Z,5,,6438.2461111111115,1,32,Closed
Fixing parse by responseType ,2019-09-24T07:30:12Z,2020-07-02T08:05:36Z,2020-07-02T08:05:36Z,2,,6768.59,7,300,Merged
Make redirection from HTTP to HTTPS work,2019-09-24T09:28:04Z,2019-09-26T12:33:49Z,2019-09-26T12:33:49Z,1,,51.09583333333333,1,1626,Merged
chore: add `jsdelivr` and `unpkg` support,2019-09-30T04:14:54Z,2020-01-31T18:20:13Z,2020-01-31T18:20:13Z,1,,2966.0886111111113,3,8,Merged
Adding Typescript HTTP method definition for LINK and UNLINK.,2019-09-30T21:03:02Z,2019-11-04T03:29:52Z,2019-11-04T03:29:52Z,1,,822.4472222222222,1,88,Merged
Add license badge,2019-10-02T09:28:42Z,2019-10-04T13:47:49Z,2019-10-04T13:47:49Z,1,,52.31861111111111,1,42,Merged
"I don’t think this thing is necessary, I should delete it.",2019-10-10T14:31:37Z,2019-12-25T21:00:16Z,2019-12-25T21:00:16Z,1,,1830.4775,1,87,Merged
"Fix to prevent XSS, throw an error when the URL contains a JS script",2019-10-14T07:56:44Z,2019-10-16T10:53:10Z,2019-10-16T10:53:10Z,2,,50.940555555555555,4,184,Merged
Fixing getting local files (file://) failed,2019-10-17T03:09:19Z,2020-03-23T13:49:39Z,2020-03-23T13:49:39Z,16,,3802.6722222222224,2,31,Merged
fix eslint warn,2019-10-18T02:19:06Z,,2020-02-15T05:42:56Z,1,,2883.3972222222224,1,21,Closed
Fixing #2482 Can not override Content-Type on Headers when send GET requests,2019-10-24T01:58:18Z,,2019-10-25T08:27:01Z,2,,30.47861111111111,2,9,Closed
Add isTimeout to static API,2019-10-25T10:33:01Z,,2020-08-25T08:15:26Z,2,,7317.706944444444,11,194,Closed
Add checkServerIdentity to request config for http adapter,2019-10-25T21:30:11Z,2020-07-01T18:04:33Z,2020-07-01T18:04:33Z,4,,5996.572777777777,9,199,Merged
remove License badge from README.md,2019-10-30T06:15:37Z,2019-11-04T02:30:50Z,2019-11-04T02:30:50Z,1,,116.25361111111111,1,170,Merged
