title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours,filesChanged,description,result
Improve extract_hyperlinks to honor base url,2023-04-03T16:52:42Z,2023-04-15T21:21:59Z,2023-04-15T21:21:59Z,3,REVIEW_REQUIRED,292.48805555555555,2,0,Merged
Fix Issue with command hallucination 💭,2023-04-03T18:46:04Z,2023-04-04T09:05:36Z,2023-04-04T09:05:36Z,1,APPROVED,14.325555555555555,1,107,Merged
Use playwright instead of requests for browse,2023-04-03T19:12:41Z,2023-04-15T22:31:45Z,2023-04-15T22:31:45Z,2,REVIEW_REQUIRED,291.3177777777778,4,393,Merged
Fix googlesearch dependency issue,2023-04-03T19:13:08Z,2023-04-04T10:20:28Z,2023-04-04T10:20:28Z,4,APPROVED,15.122222222222222,3,323,Merged
Fix .gitignore to include the correct path to auto_gpt_workspace,2023-04-03T19:21:00Z,2023-04-06T06:42:19Z,2023-04-06T06:42:19Z,1,APPROVED,59.35527777777778,1,0,Merged
fix: UnboundLocalError: local variable 'assistant_thoughts_reasoning' referenced before assignment,2023-04-03T20:02:08Z,2023-04-03T23:38:35Z,2023-04-03T23:38:35Z,5,APPROVED,3.6075,1,395,Merged
Fix delete memory error,2023-04-03T21:03:53Z,,2023-04-15T21:29:04Z,3,REVIEW_REQUIRED,288.4197222222222,2,179,Closed
Integrates Arxiv search and summarisation as available action.,2023-04-03T21:10:42Z,,2023-04-05T12:38:51Z,2,REVIEW_REQUIRED,39.469166666666666,18,182,Closed
Add 'r' command to retry last action,2023-04-03T21:23:22Z,,2023-04-22T22:40:16Z,3,REVIEW_REQUIRED,457.2816666666667,1,127,Closed
Added support for Google Custom Search API,2023-04-03T21:33:37Z,2023-04-03T23:24:52Z,2023-04-03T23:24:52Z,4,APPROVED,1.8541666666666667,5,1180,Merged
fix: OpenAPI key variable name typo,2023-04-03T21:36:05Z,2023-04-04T01:26:10Z,2023-04-04T01:26:10Z,3,APPROVED,3.834722222222222,1,0,Merged
Introduce check to OPENAI_API_KEY,2023-04-03T22:16:41Z,2023-04-10T12:12:26Z,2023-04-10T12:12:26Z,2,APPROVED,157.92916666666667,1,62,Merged
Prompt engineering adjustments,2023-04-03T22:34:09Z,,2023-04-20T18:08:42Z,2,REVIEW_REQUIRED,403.5758333333333,1,623,Closed
Added and an input for User Advice on each iteration of the loop,2023-04-03T23:21:48Z,,2023-04-11T18:17:57Z,3,REVIEW_REQUIRED,186.93583333333333,1,375,Closed
Use selenium for web browsing,2023-04-03T23:25:15Z,,2023-04-15T21:14:29Z,2,REVIEW_REQUIRED,285.82055555555553,4,362,Closed
Pinecone Vectorized Memory,2023-04-04T00:31:46Z,2023-04-06T10:31:58Z,2023-04-06T10:31:58Z,14,APPROVED,58.00333333333333,9,385,Merged
First draft at adding persistent memory via sqlite3,2023-04-04T00:46:11Z,2023-04-15T21:42:15Z,2023-04-15T21:42:15Z,4,REVIEW_REQUIRED,284.93444444444447,4,324,Merged
Missing article typo in README,2023-04-04T01:04:10Z,2023-04-10T11:09:26Z,2023-04-10T11:09:26Z,3,APPROVED,154.08777777777777,1,34,Merged
Ask questions when browsing websites,2023-04-04T01:30:15Z,2023-04-04T09:44:16Z,2023-04-04T09:44:16Z,2,APPROVED,8.233611111111111,3,1292,Merged
human feedback in manual mode,2023-04-04T02:13:23Z,2023-04-04T08:53:55Z,2023-04-04T08:53:55Z,3,APPROVED,6.6755555555555555,1,393,Merged
feat: add shell access to auto-gpt command loop,2023-04-04T02:31:39Z,,2023-04-15T22:36:38Z,2,REVIEW_REQUIRED,284.0830555555556,4,66,Closed
Update README.md,2023-04-04T03:18:09Z,,2023-04-12T09:25:35Z,2,REVIEW_REQUIRED,198.1238888888889,1,36,Closed
"If you use autopep8 now, you will break all PR's",2023-04-04T03:36:59Z,,2023-04-14T21:10:37Z,1,REVIEW_REQUIRED,257.56055555555554,1,145,Closed
"Renamed scripts folder to autogpt. Absolute Imports. isort. Fixed flake8 F401, E402",2023-04-04T03:49:14Z,,2023-04-10T15:43:34Z,11,REVIEW_REQUIRED,155.90555555555557,33,50,Closed
fix assistant thoughts failure on string type,2023-04-04T05:22:29Z,2023-04-04T08:43:59Z,2023-04-04T08:43:59Z,1,APPROVED,3.3583333333333334,1,312,Merged
Adds vocode integration,2023-04-04T05:36:30Z,,2023-05-03T17:34:48Z,12,CHANGES_REQUESTED,707.9716666666667,16,484,Closed
Added a default (free) library for text to speech,2023-04-04T05:40:39Z,2023-04-04T09:08:39Z,2023-04-04T09:08:39Z,1,APPROVED,3.466666666666667,2,364,Merged
"Add flake8 workflow, clean up whitespace, and remove unwanted prints",2023-04-04T07:25:05Z,,2023-04-13T06:34:20Z,5,REVIEW_REQUIRED,215.15416666666667,15,515,Closed
:sparkles: [Feature] Caching browsed website so we use less token whi…,2023-04-04T10:16:39Z,,2023-04-04T11:59:49Z,1,CHANGES_REQUESTED,1.7194444444444446,2,28,Closed
Update prompt.txt,2023-04-04T11:07:37Z,,2023-04-19T00:13:23Z,2,REVIEW_REQUIRED,349.0961111111111,1,141,Closed
Teaches Auto-GPT to use DB connection and SQL execution,2023-04-04T11:24:53Z,,2023-04-27T06:16:02Z,4,REVIEW_REQUIRED,546.8525,9,305,Closed
Refactor load_prompt function,2023-04-04T11:26:02Z,2023-04-06T06:55:10Z,2023-04-06T06:55:10Z,1,REVIEW_REQUIRED,43.48555555555556,1,82,Merged
More logical Prompt - found by Agusx1211,2023-04-04T13:22:30Z,2023-04-06T06:56:44Z,2023-04-06T06:56:44Z,8,REVIEW_REQUIRED,41.57055555555556,1,32,Merged
:sparkles: [Feature] language available as an option,2023-04-04T13:23:44Z,,2023-09-07T16:10:44Z,7,CHANGES_REQUESTED,3746.7833333333333,2,69,Closed
"Patch readme ""copy"" command",2023-04-04T14:31:39Z,2023-04-10T11:10:15Z,2023-04-10T11:10:15Z,3,APPROVED,140.64333333333335,1,209,Merged
Teach Docker to Auto-GPT,2023-04-04T14:58:19Z,,2023-06-14T22:24:51Z,4,REVIEW_REQUIRED,1711.4422222222222,4,894,Closed
fix for using GPT4 in gpt3only mode,2023-04-04T15:36:02Z,,2023-04-06T18:29:36Z,3,REVIEW_REQUIRED,50.89277777777778,1,60,Closed
Add the ability to capture and load snapshots of memory and message history,2023-04-04T18:18:36Z,,2023-04-17T15:53:36Z,1,REVIEW_REQUIRED,309.5833333333333,8,184,Closed
Fix debug mode flag,2023-04-04T18:27:27Z,,2023-04-12T16:56:51Z,3,REVIEW_REQUIRED,190.49,4,85,Closed
Update main.py and allow the ability to choose the amount of goals the user wants instead of 5.,2023-04-04T18:33:43Z,,2023-04-06T15:48:21Z,3,REVIEW_REQUIRED,45.24388888888889,0,70,Closed
Improve Key Validation and Handling in Overwrite Memory and Message Agent Functions,2023-04-04T20:56:58Z,2023-04-06T07:50:11Z,2023-04-06T07:50:11Z,5,REVIEW_REQUIRED,34.886944444444445,1,777,Merged
"Speak.py adjustment, move console logging to own file, and selenium stuff.  (its been a while since my fork was merged)",2023-04-05T00:03:11Z,,2023-04-13T22:44:29Z,1,REVIEW_REQUIRED,214.68833333333333,7,218,Closed
fix(browse): exponential backoff when OpenAI throttles API calls,2023-04-05T00:23:51Z,,2023-04-20T19:48:01Z,16,REVIEW_REQUIRED,379.40277777777777,3,52,Closed
Improve Security and Robustness in browse.py,2023-04-05T00:29:39Z,2023-04-12T16:37:45Z,2023-04-12T16:37:45Z,3,REVIEW_REQUIRED,184.135,1,679,Merged
Stricter request response handling,2023-04-05T01:24:10Z,,2023-04-08T23:22:21Z,1,REVIEW_REQUIRED,93.96972222222222,1,117,Closed
Add search_files command to the project,2023-04-05T01:37:02Z,2023-04-06T08:18:58Z,2023-04-06T08:18:58Z,1,REVIEW_REQUIRED,30.698888888888888,3,684,Merged
Refactor ai functions,2023-04-05T01:52:33Z,,2023-06-14T22:20:55Z,1,REVIEW_REQUIRED,1700.4727777777778,8,127,Closed
Add Virtual Environment Support and Update README,2023-04-05T02:49:12Z,,2023-04-09T21:00:25Z,2,REVIEW_REQUIRED,114.18694444444445,28,259,Closed
Make sure to copy over requirements.txt to Dockerfile.,2023-04-05T03:38:12Z,2023-04-10T12:15:12Z,2023-04-10T12:15:12Z,2,APPROVED,128.61666666666667,1,146,Merged
Fix memory_ovr to explain that is using indexes in the parameter list instead of keys,2023-04-05T03:50:37Z,,2023-06-14T22:18:59Z,2,REVIEW_REQUIRED,1698.4727777777778,2,216,Closed
Fix Dockerfile so Auto-GPT can be built in Docker.,2023-04-05T04:10:31Z,,2023-04-09T08:33:21Z,9,REVIEW_REQUIRED,100.38055555555556,5,1819,Closed
Added missing double quotes around name in the prompt.txt text file,2023-04-05T04:12:20Z,2023-04-06T11:28:39Z,2023-04-06T11:28:39Z,5,APPROVED,31.271944444444443,1,43,Merged
Implement custom continuous task count with 'y -n' command,2023-04-05T05:01:56Z,2023-04-06T11:27:41Z,2023-04-06T11:27:41Z,6,APPROVED,30.429166666666667,1,1062,Merged
Merge pull request #169 from Torantulino/FixesBrokenSaytext,2023-04-05T05:17:07Z,,2023-04-06T11:01:33Z,1,,29.740555555555556,26,4,Closed
Fixed speech blocking main thread,2023-04-05T13:56:01Z,2023-04-11T02:31:04Z,2023-04-11T02:31:04Z,6,APPROVED,132.58416666666668,1,348,Merged
Added Contributing.md file,2023-04-05T16:00:41Z,2023-04-06T11:19:47Z,2023-04-06T11:19:48Z,4,APPROVED,19.31833333333333,1,0,Merged
fix(json-jixer): enclose arguments in a python multi-line string so t…,2023-04-05T17:11:56Z,2023-04-06T11:06:28Z,2023-04-06T11:06:28Z,1,APPROVED,17.90888888888889,1,1600,Merged
Added functionality to allow the use of GPT on a Microsoft Azure instance,2023-04-05T17:46:53Z,2023-04-06T09:14:44Z,2023-04-06T09:14:44Z,1,APPROVED,15.464166666666667,4,371,Merged
"fixing the ""TypeError('the JSON object must be str, bytes or bytearray, not dict')"" after a json_fix is successful",2023-04-05T18:23:53Z,2023-04-06T09:07:59Z,2023-04-06T09:07:59Z,2,APPROVED,14.735,1,220,Merged
fix(json_parser): remove the tab character that can be present in the…,2023-04-05T18:25:01Z,2023-04-06T09:00:13Z,2023-04-06T09:00:13Z,1,APPROVED,14.586666666666666,1,144,Merged
first draft of github issue templates,2023-04-05T21:10:30Z,2023-04-06T08:34:48Z,2023-04-06T08:34:48Z,1,REVIEW_REQUIRED,11.405,2,677,Merged
Added fake user-agent headers to browser request.,2023-04-05T22:03:44Z,2023-04-06T08:54:00Z,2023-04-06T08:54:00Z,1,APPROVED,10.837777777777777,2,585,Merged
Fix for 90,2023-04-06T00:49:19Z,,2023-04-06T08:33:39Z,1,APPROVED,7.738888888888889,2,550,Closed
Fixed Json Error,2023-04-06T01:35:00Z,,2023-06-14T22:18:10Z,3,CHANGES_REQUESTED,1676.7194444444444,11,1572,Closed
Multiple Pull Requests tested (Incomplete),2023-04-06T01:48:00Z,,2023-04-17T22:22:13Z,1,REVIEW_REQUIRED,284.5702777777778,41,0,Closed
Adding support for openai_organization env variable,2023-04-06T03:22:19Z,2023-05-31T02:02:17Z,2023-05-31T02:02:17Z,5,REVIEW_REQUIRED,1318.6661111111111,2,15,Merged
Input failure loop fix,2023-04-06T08:30:59Z,,2023-06-14T23:35:03Z,1,REVIEW_REQUIRED,1671.0677777777778,12,615,Closed
Add GitHub Action for AI PR Summarizer,2023-04-06T09:10:41Z,,2023-04-26T16:46:20Z,3,REVIEW_REQUIRED,487.5941666666667,1,654,Closed
Updated Pinecone API Key Setup instructions for clarity,2023-04-06T13:17:54Z,2023-04-10T21:35:01Z,2023-04-10T21:35:01Z,1,APPROVED,104.28527777777778,1,70,Merged
Changed order of pinecone explaination too avoid confusion,2023-04-06T13:35:50Z,2023-04-10T12:15:57Z,2023-04-10T12:15:57Z,3,APPROVED,94.6686111111111,1,168,Merged
Code quality workflows,2023-04-06T14:59:46Z,,2023-04-14T23:19:44Z,3,REVIEW_REQUIRED,200.33277777777778,9,1430,Closed
🛠️ 🧰 Fix call_ai_function storing gpt-4 into kwarg model even when using gpt3only,2023-04-06T15:18:45Z,2023-04-10T07:08:55Z,2023-04-10T07:08:55Z,4,APPROVED,87.83611111111111,1,302,Merged
:sparkles: [Feature] WebUI,2023-04-06T15:31:22Z,,2023-04-20T19:02:55Z,6,REVIEW_REQUIRED,339.5258333333333,82,1784,Closed
A number of refactorings,2023-04-06T16:10:20Z,,2023-04-10T16:15:33Z,1,REVIEW_REQUIRED,96.08694444444444,12,131,Closed
Pinecone improvements: Namespaces and Persistent Memory,2023-04-06T16:23:32Z,,2023-04-11T20:14:37Z,2,REVIEW_REQUIRED,123.85138888888889,6,588,Closed
👋 🤩 Convert to proper python module. Working Docker image.,2023-04-06T16:31:54Z,,2023-04-14T19:08:23Z,10,REVIEW_REQUIRED,194.60805555555555,43,250,Closed
Create PULL_REQUEST_TEMPLATE.md,2023-04-06T17:03:00Z,2023-04-07T02:48:39Z,2023-04-07T02:48:39Z,5,APPROVED,9.760833333333334,1,1192,Merged
Continue prompt fix,2023-04-06T17:06:58Z,,2023-06-14T22:16:27Z,1,REVIEW_REQUIRED,1661.1580555555556,3,0,Closed
Update README.-VM,2023-04-06T17:48:29Z,2023-04-10T12:16:48Z,2023-04-10T12:16:49Z,2,REVIEW_REQUIRED,90.47194444444445,1,165,Merged
feat: set pinecone from env,2023-04-06T19:27:55Z,,2023-06-14T22:40:10Z,3,REVIEW_REQUIRED,1659.2041666666667,4,181,Closed
Command registry,2023-04-06T22:46:41Z,,2023-04-16T20:26:55Z,1,REVIEW_REQUIRED,237.67055555555555,14,743,Closed
Super ChatGPT with the IQ equal infinity,2023-04-07T01:18:31Z,,2023-04-12T09:27:37Z,1,REVIEW_REQUIRED,128.15166666666667,1,839,Closed
migrate to poetry for package management,2023-04-07T03:22:32Z,,2023-04-14T14:10:40Z,7,REVIEW_REQUIRED,178.8022222222222,52,300,Closed
Implement Local Cache and Redis Memory backend,2023-04-07T05:13:47Z,2023-04-09T04:41:44Z,2023-04-09T04:41:44Z,21,APPROVED,47.465833333333336,10,722,Merged
typo fix,2023-04-07T07:28:36Z,,2023-04-10T10:37:56Z,2,REVIEW_REQUIRED,75.15555555555555,6,639,Closed
fix typo in json_parser.py,2023-04-07T08:26:02Z,2023-04-10T12:14:12Z,2023-04-10T12:14:12Z,4,APPROVED,75.80277777777778,1,23,Merged
"parallelize summarizations, add async llm utils with retry",2023-04-07T11:24:11Z,,2024-06-05T09:29:24Z,4,REVIEW_REQUIRED,10198.086944444445,9,1451,Closed
"Adds Pre-Commit Hooks, Updates Requirements.txt &  Extends .gitignore",2023-04-07T12:00:31Z,,2023-04-14T21:12:39Z,1,REVIEW_REQUIRED,177.20222222222222,5,1274,Closed
fix import warnings in vscode,2023-04-07T19:37:41Z,,2023-04-09T10:41:54Z,1,REVIEW_REQUIRED,39.070277777777775,1,1901,Closed
🖼 Image Generation: Adds DALL-e and Stable Diffusion support,2023-04-07T19:51:48Z,2023-04-08T11:27:55Z,2023-04-08T11:27:56Z,2,APPROVED,15.601944444444445,6,846,Merged
"Added class, method and function doc strings",2023-04-07T20:59:14Z,2023-04-10T12:44:33Z,2023-04-10T12:44:33Z,3,APPROVED,63.75527777777778,2,877,Merged
Feature/weaviate memory,2023-04-07T21:09:58Z,2023-04-16T07:10:00Z,2023-04-16T07:10:00Z,33,REVIEW_REQUIRED,202.00055555555556,7,1119,Merged
logging activity and error in log files in addition to the console,2023-04-07T22:33:15Z,,2023-04-12T14:23:58Z,6,REVIEW_REQUIRED,111.84527777777778,7,1362,Closed
Features/fastapi integration,2023-04-08T03:01:46Z,,2023-04-12T22:28:01Z,1,REVIEW_REQUIRED,115.4375,17,3926,Closed
Settings were being saved and loaded in the wrong directory,2023-04-08T03:17:59Z,2023-04-08T11:15:42Z,2023-04-08T11:15:42Z,1,APPROVED,7.961944444444445,1,220,Merged
"fix ""Could not open requirements file""",2023-04-08T03:51:00Z,,2023-04-17T18:39:53Z,3,REVIEW_REQUIRED,230.81472222222223,1,639,Closed
Fix the debug mode flag to set it in the config object and check properly,2023-04-08T04:09:30Z,2023-04-10T12:31:07Z,2023-04-10T12:31:07Z,1,APPROVED,56.360277777777775,4,616,Merged
Add capability to execute shell commands,2023-04-08T05:44:44Z,2023-04-13T06:16:52Z,2023-04-13T06:16:52Z,18,REVIEW_REQUIRED,120.53555555555556,5,760,Merged
stuck on deleting file fixed by resolving errors,2023-04-08T09:03:23Z,,2023-04-10T06:52:09Z,1,REVIEW_REQUIRED,45.812777777777775,1,105,Closed
fix: add Pillow dependency,2023-04-08T12:23:28Z,2023-04-08T22:28:58Z,2023-04-08T22:28:58Z,6,APPROVED,10.091666666666667,1,194,Merged
fix typo in prompt.txt,2023-04-08T12:42:41Z,2023-04-09T07:43:00Z,2023-04-09T07:43:00Z,4,APPROVED,19.005277777777778,1,639,Merged
fix command error check,2023-04-08T13:24:47Z,2023-04-09T07:12:39Z,2023-04-09T07:12:39Z,3,APPROVED,17.797777777777778,1,639,Merged
Support image size for generate image command,2023-04-08T16:30:53Z,,2023-05-02T00:57:02Z,2,REVIEW_REQUIRED,560.4358333333333,3,1564,Closed
"Search Google in 2023, and save to long term memory",2023-04-08T17:50:36Z,,2023-04-15T02:50:59Z,8,REVIEW_REQUIRED,153.0063888888889,7,1989,Closed
Update Dockerfile,2023-04-08T20:16:09Z,,2023-04-17T18:49:28Z,4,REVIEW_REQUIRED,214.55527777777777,1,639,Closed
Introducing Summarize Steps Mode: Simplified Session Logs for Autonomous Runs and Easy Progress Monitoring,2023-04-08T23:34:22Z,,2023-04-09T08:14:48Z,2,REVIEW_REQUIRED,8.67388888888889,0,4018,Closed
command_name null check before calling .lower(),2023-04-09T02:33:17Z,2023-04-12T08:54:05Z,2023-04-12T08:54:05Z,4,REVIEW_REQUIRED,78.34666666666666,1,503,Merged
Added time and date to the system message for each context,2023-04-09T03:00:28Z,2023-04-09T07:02:53Z,2023-04-09T07:02:53Z,3,APPROVED,4.040277777777778,1,416,Merged
Pytest and Testing CICD,2023-04-09T03:24:13Z,,2023-04-26T18:12:29Z,2,REVIEW_REQUIRED,422.80444444444447,30,716,Closed
Fix possible timeout to OpenAI crashing Auto-GPT.,2023-04-09T05:17:55Z,,2023-04-29T17:04:39Z,2,CHANGES_REQUESTED,491.7788888888889,4,579,Closed
update print_to_console to log to a text file,2023-04-09T09:07:48Z,2023-04-10T21:37:53Z,2023-04-10T21:37:53Z,6,APPROVED,36.50138888888889,1,711,Merged
Add a `do_nothing` command,2023-04-09T09:30:18Z,2023-04-10T06:26:53Z,2023-04-10T06:26:53Z,6,REVIEW_REQUIRED,20.943055555555556,2,5061,Merged
Fix Elevenlabs link error,2023-04-09T10:06:33Z,2023-04-10T12:17:48Z,2023-04-10T12:17:48Z,2,REVIEW_REQUIRED,26.1875,1,639,Merged
Add Azure OpenAI Service support: specific deployment id by model.,2023-04-09T10:13:15Z,,2023-04-12T04:00:01Z,4,REVIEW_REQUIRED,65.77944444444445,11,1122,Closed
put debug setting to cfg and use it in when calling chat.chat_with_ai and fix_json,2023-04-09T10:39:43Z,2023-04-09T12:33:14Z,2023-04-09T12:33:14Z,2,APPROVED,1.8919444444444444,3,202,Merged
Clarity on fork & clone instructions,2023-04-09T12:54:20Z,,2023-05-04T22:47:06Z,4,REVIEW_REQUIRED,609.8794444444444,1,839,Closed
Remove trailing spaces throughout,2023-04-09T13:03:03Z,2023-04-10T12:36:15Z,2023-04-10T12:36:15Z,9,APPROVED,23.553333333333335,14,845,Merged
Update .env.template,2023-04-09T13:24:52Z,,2023-04-10T12:51:45Z,1,REVIEW_REQUIRED,23.448055555555555,9,831,Closed
 Style change: replace unnecessary imports,2023-04-09T14:22:54Z,,2023-04-14T20:58:10Z,4,REVIEW_REQUIRED,126.58777777777777,14,294,Closed
"Few refactoring to follow pep_8 conventions, dict map in get_command in commands.py and requirements updated",2023-04-09T15:44:33Z,,2023-04-24T06:23:18Z,2,REVIEW_REQUIRED,350.6458333333333,21,676,Closed
"Fix to LocalCache add method, created integration test for it",2023-04-09T16:03:19Z,,2023-04-10T12:50:24Z,2,,20.78472222222222,0,915,Closed
Docker for Redis Stack,2023-04-09T16:36:40Z,,2023-06-07T00:42:23Z,2,REVIEW_REQUIRED,1400.0952777777777,4,2258,Closed
ADD .vscode to .gitignore,2023-04-09T17:50:41Z,2023-04-10T12:24:43Z,2023-04-10T12:24:43Z,4,APPROVED,18.567222222222224,1,34,Merged
Small typo fix,2023-04-09T18:47:08Z,,2023-04-10T02:28:16Z,2,REVIEW_REQUIRED,7.685555555555555,1,364,Closed
Update README.md,2023-04-09T19:42:32Z,2023-04-10T12:25:37Z,2023-04-10T12:25:37Z,3,APPROVED,16.718055555555555,1,139,Merged
Update .gitignore,2023-04-09T19:54:03Z,2023-04-10T05:45:03Z,2023-04-10T05:45:03Z,2,APPROVED,9.85,1,487,Merged
"Fixes for common json errors, cleanup json_parser file.",2023-04-09T20:24:26Z,2023-04-10T05:42:03Z,2023-04-10T05:42:03Z,7,APPROVED,9.293611111111112,2,367,Merged
Just autogpt move,2023-04-09T21:01:15Z,,2023-04-10T15:41:52Z,10,CHANGES_REQUESTED,18.676944444444445,26,0,Closed
Made Token Limit and Model Configurable rather than hard coded,2023-04-09T21:26:34Z,,2023-04-10T19:57:27Z,3,CHANGES_REQUESTED,22.514722222222222,3,322,Closed
"scrape_text: (1) added tests , (2) handle RequestException",2023-04-09T21:30:27Z,2023-04-10T06:56:04Z,2023-04-10T06:56:04Z,1,APPROVED,9.426944444444445,2,458,Merged
[Utility] Created clean_input to cleanly exit KeyboardInterrupts,2023-04-10T01:05:34Z,2023-04-10T21:39:45Z,2023-04-10T21:39:45Z,7,APPROVED,20.56972222222222,2,892,Merged
[Cleanup] Removed unneeded imports,2023-04-10T01:09:48Z,,2023-04-10T14:52:01Z,1,REVIEW_REQUIRED,13.703611111111112,2,390,Closed
add config to use mac os tts instead of elevenlabs or gtts,2023-04-10T02:23:00Z,2023-04-10T21:42:55Z,2023-04-10T21:42:55Z,9,APPROVED,19.331944444444446,3,1009,Merged
gitignore venv,2023-04-10T04:26:32Z,2023-04-10T05:42:54Z,2023-04-10T05:42:54Z,1,APPROVED,1.2727777777777778,1,657,Merged
improve performance and removed code duplication by reducing API calls(requests),2023-04-10T06:18:50Z,,2023-04-10T08:00:00Z,1,REVIEW_REQUIRED,1.6861111111111111,5,916,Closed
replace os with pathlib for ai_config.py,2023-04-10T06:52:10Z,,2023-04-15T05:23:04Z,3,REVIEW_REQUIRED,118.515,0,2463,Closed
Fix #323 Error communicating with OpenAI: Invalid URL 'your-base-url-for-azure/embeddings' ,2023-04-10T06:53:50Z,2023-04-10T21:46:47Z,2023-04-10T21:46:47Z,8,APPROVED,14.8825,3,1946,Merged
[Quick fix] Make `do_nothing` line uniform,2023-04-10T08:49:06Z,2023-04-10T11:00:49Z,2023-04-10T11:00:49Z,1,REVIEW_REQUIRED,2.1952777777777777,1,1109,Merged
Update README.md,2023-04-10T11:42:38Z,2023-04-10T13:09:01Z,2023-04-10T13:09:01Z,2,REVIEW_REQUIRED,1.4397222222222221,1,728,Merged
Resolve the conflict around debug mode flag after pull merge,2023-04-10T13:04:31Z,2023-04-11T11:34:02Z,2023-04-11T11:34:02Z,3,APPROVED,22.491944444444446,3,2262,Merged
Fix various JSON input bugs,2023-04-10T13:12:33Z,2023-04-12T17:03:34Z,2023-04-12T17:03:34Z,3,REVIEW_REQUIRED,51.85027777777778,1,1324,Merged
"Fix to LocalCache add method, created integration test for it",2023-04-10T13:12:36Z,2023-04-11T01:09:05Z,2023-04-11T01:09:05Z,2,APPROVED,11.94138888888889,3,891,Merged
Update .env.template for clarity,2023-04-10T13:21:06Z,2023-04-10T21:51:09Z,2023-04-10T21:51:09Z,3,APPROVED,8.500833333333333,1,569,Merged
Restrict browse from accessing local files,2023-04-10T13:24:49Z,2023-04-10T21:57:02Z,2023-04-10T21:57:02Z,5,REVIEW_REQUIRED,8.536944444444444,1,2336,Merged
Update token_counter.py - Low priority error message change,2023-04-10T13:25:59Z,,2023-06-14T22:36:43Z,2,REVIEW_REQUIRED,1569.1788888888889,1,2650,Closed
debug_mode fix,2023-04-10T13:37:36Z,,2023-04-10T17:11:02Z,1,REVIEW_REQUIRED,3.5572222222222223,1,2463,Closed
fix json parser ,2023-04-10T13:38:28Z,2023-04-12T17:22:47Z,2023-04-12T17:22:47Z,12,REVIEW_REQUIRED,51.73861111111111,3,1557,Merged
Add required env parameters for azure usage,2023-04-10T13:58:35Z,2023-04-12T17:08:54Z,2023-04-12T17:08:54Z,4,REVIEW_REQUIRED,51.17194444444444,5,3248,Merged
Remove unnecessary assignments,2023-04-10T14:03:45Z,2023-04-10T22:00:15Z,2023-04-10T22:00:15Z,3,APPROVED,7.941666666666666,1,302,Merged
Remove the duplicate debug modes functions,2023-04-10T14:23:11Z,,2023-04-11T11:32:24Z,4,REVIEW_REQUIRED,21.15361111111111,2,1891,Closed
[Cleanup] Removed unneeded imports,2023-04-10T15:00:20Z,2023-04-11T05:17:44Z,2023-04-11T05:17:44Z,2,APPROVED,14.29,1,1118,Merged
