title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours,filesChanged,description,result
Add custom-server-express example,2016-12-06T14:17:55Z,2016-12-13T03:53:04Z,2016-12-13T03:53:04Z,11,,157.58583333333334,5,227,Merged
Fix webpack outputting absolute paths causing Heroku to fail,2016-12-08T00:47:42Z,,2016-12-28T19:05:29Z,9,,498.2963888888889,3,560,Closed
"fixed bug #362, also set chunks names",2016-12-08T12:19:05Z,2016-12-15T22:29:59Z,2016-12-15T22:29:59Z,4,,178.18166666666667,2,0,Merged
Prefetch pages with Service Workers,2016-12-10T11:01:08Z,2016-12-15T19:13:40Z,2016-12-15T19:13:40Z,17,,128.20888888888888,17,1300,Merged
Handle accept headers totally inside Next.js,2016-12-13T13:12:52Z,2016-12-15T19:07:08Z,2016-12-15T19:07:08Z,7,,53.904444444444444,5,820,Merged
support environment variables without overexposing on client,2016-12-15T21:43:42Z,,2016-12-28T21:30:34Z,2,,311.7811111111111,1,222,Closed
Bundle all the modules inside the app,2016-12-17T06:22:48Z,2016-12-17T08:49:10Z,2016-12-17T08:49:10Z,3,,2.4394444444444443,12,11,Merged
Add X-Powered-By header.,2016-12-17T11:39:38Z,2016-12-19T15:27:47Z,2016-12-19T15:27:47Z,2,,51.8025,3,482,Merged
Implement the Singleton Router API,2016-12-19T11:46:14Z,2016-12-19T14:40:26Z,2016-12-19T14:40:26Z,11,,2.9033333333333333,14,1373,Merged
Show deprecate url.pushTo and url.replaceTo warnings only on dev.,2016-12-19T19:00:41Z,2016-12-19T21:04:38Z,2016-12-19T21:04:38Z,2,,2.0658333333333334,3,104,Merged
Make next/router a client only API.,2016-12-20T12:23:45Z,2016-12-20T17:27:43Z,2016-12-20T17:27:43Z,1,,5.066111111111111,4,161,Merged
Webpack 2,2016-12-21T05:02:24Z,2016-12-28T18:16:53Z,2016-12-28T18:16:53Z,2,,181.24138888888888,4,303,Merged
Pass `webpack` into `webpack()` fn in next.config.js,2016-12-21T09:24:37Z,,2016-12-22T02:24:12Z,1,,16.993055555555557,2,1018,Closed
Allow to customize our babel configuration,2016-12-21T22:21:01Z,2016-12-22T01:36:01Z,2016-12-22T01:36:01Z,3,,3.25,7,85,Merged
Add/move examples,2016-12-22T03:33:32Z,2016-12-22T05:10:55Z,2016-12-22T05:10:55Z,4,,1.6230555555555555,25,101,Merged
Add styletron example,2016-12-22T22:50:50Z,2016-12-23T13:01:24Z,2016-12-23T13:01:24Z,4,,14.176111111111112,8,0,Merged
Add support for using .babelrc in the app root.,2016-12-23T07:58:42Z,2016-12-26T18:13:45Z,2016-12-26T18:13:45Z,2,,82.25083333333333,6,368,Merged
Add an example with SSR caching.,2016-12-23T11:09:50Z,2016-12-23T17:13:53Z,2016-12-23T17:13:53Z,3,,6.0675,5,30,Merged
Added glamor example and pointing warning to css migration guide,2016-12-23T17:55:05Z,2016-12-23T19:18:26Z,2016-12-23T19:18:26Z,3,,1.3891666666666667,6,0,Merged
Add warning about module.exports use,2016-12-24T03:13:31Z,2016-12-24T04:23:09Z,2016-12-24T04:23:09Z,1,,1.1605555555555556,1,172,Merged
Implement Router Events,2016-12-25T02:59:42Z,2016-12-31T01:15:23Z,2016-12-31T01:15:23Z,24,,142.2613888888889,10,392,Merged
Makes custom server example next.config.js compatible,2016-12-26T14:19:48Z,,2016-12-27T12:31:06Z,1,,22.188333333333333,1,53,Closed
Update link.js,2016-12-27T03:56:33Z,,2016-12-27T06:30:55Z,2,,2.5727777777777776,1,114,Closed
Add warning for multiple children in Link,2016-12-29T07:27:22Z,2016-12-29T12:53:21Z,2016-12-29T12:53:21Z,6,,5.433055555555556,1,12,Merged
Added layout component example,2016-12-29T09:44:28Z,2017-01-05T21:03:37Z,2017-01-05T21:03:37Z,3,,179.31916666666666,8,306,Merged
Add AOT gzip content-encoding support for main build files.,2016-12-29T17:56:16Z,2016-12-29T22:38:19Z,2016-12-29T22:38:20Z,5,,4.700833333333334,4,257,Merged
Add Gzip support for JSON pages,2016-12-30T10:02:36Z,2016-12-31T12:46:23Z,2016-12-31T12:46:24Z,34,,26.72972222222222,10,325,Merged
Fix error routes,2017-01-01T07:27:17Z,2017-01-01T19:36:38Z,2017-01-01T19:36:38Z,7,,12.155833333333334,3,95,Merged
Check for .json file extension before JSON parse. Was throwing when r…,2017-01-01T16:26:50Z,,2017-01-02T04:08:46Z,6,,11.698888888888888,2,33,Closed
Reset prefetchCache when reloading a route.,2017-01-02T07:36:36Z,2017-01-02T11:18:14Z,2017-01-02T11:18:14Z,5,,3.693888888888889,2,110,Merged
[WIP] Better .babelrc support,2017-01-02T11:37:34Z,,2017-01-05T21:02:52Z,3,,81.42166666666667,5,187,Closed
chore: switch existing tests to new next-test-helper library,2017-01-02T21:02:28Z,,2017-01-10T21:33:00Z,4,,192.5088888888889,2,169,Closed
New test setup,2017-01-03T14:01:49Z,2017-01-12T04:14:50Z,2017-01-12T04:14:50Z,19,,206.21694444444444,41,961,Merged
Added authentication example,2017-01-03T19:51:11Z,,2017-02-16T14:23:56Z,11,,1050.5458333333333,217,84,Closed
Fix HMR for dynamic entries,2017-01-04T06:49:10Z,2017-01-05T17:29:10Z,2017-01-05T17:29:10Z,3,,34.666666666666664,1,48,Merged
Add support for customizing compress encodings,2017-01-04T18:10:28Z,,2017-02-09T13:30:49Z,9,,859.3391666666666,14,937,Closed
Handle errors of React lifecycle methods,2017-01-05T04:30:26Z,2017-01-05T17:27:40Z,2017-01-05T17:27:40Z,15,,12.953888888888889,4,143,Merged
'#21' - Add Identity-based idempotency support,2017-01-05T21:43:13Z,,2017-04-01T01:17:49Z,5,,2043.5766666666666,2,699,Closed
Add Feathers JS example,2017-01-06T06:10:46Z,,2017-01-09T02:14:11Z,2,,68.05694444444444,29,83,Closed
Adds mobx example,2017-01-06T08:49:14Z,2017-01-06T11:38:52Z,2017-01-06T11:38:52Z,12,,2.8272222222222223,9,24,Merged
Reset status code for Koa (#677),2017-01-06T09:52:30Z,,2017-01-11T07:23:49Z,1,,117.52194444444444,1,48,Closed
Routing on the client with Redux,2017-01-07T12:23:25Z,2017-01-08T15:04:35Z,2017-01-08T15:04:35Z,2,,26.68611111111111,6,131,Merged
Add case sensitive checks for imports and JSON page resolver,2017-01-08T09:46:14Z,2017-01-09T02:12:29Z,2017-01-09T02:12:29Z,2,,16.4375,4,104,Merged
Check the existence of the gzipped path explicitly,2017-01-09T01:14:06Z,2017-01-09T03:01:25Z,2017-01-09T03:01:25Z,3,,1.7886111111111112,1,142,Merged
Add custom server example using Hapi,2017-01-09T23:09:20Z,2017-01-10T02:35:11Z,2017-01-10T02:35:11Z,2,,3.430833333333333,7,0,Merged
Remove default next pages compilation from the main babel-loader.,2017-01-11T00:07:21Z,2017-01-12T01:57:34Z,2017-01-12T01:57:34Z,5,,25.836944444444445,2,136,Merged
small solution to .babelrc in the examples folder,2017-01-11T07:22:49Z,,2017-01-12T02:40:34Z,1,,19.295833333333334,3,335,Closed
Add table of contents to README,2017-01-11T08:00:43Z,2017-02-09T11:47:20Z,2017-02-09T11:47:20Z,2,APPROVED,699.7769444444444,1,78,Merged
Add warning when running start without build,2017-01-11T08:06:25Z,2017-01-11T14:11:37Z,2017-01-11T14:11:37Z,6,,6.086666666666667,1,71,Merged
Don't discard component state on error,2017-01-11T14:04:27Z,2017-01-12T01:58:21Z,2017-01-12T01:58:21Z,1,,11.898333333333333,11,171,Merged
Added webpack dynamic import routes to the router.,2017-01-11T14:29:56Z,,2017-03-15T15:13:37Z,12,,1512.7280555555556,1,36,Closed
[WIP] Add support for transpile packages installed via NPM ,2017-01-12T10:20:43Z,,2017-06-26T19:29:41Z,7,,3969.1494444444443,11,704,Closed
Testing: use a better way to get a port to the test app,2017-01-12T19:40:02Z,2017-02-09T13:40:09Z,2017-02-09T13:40:09Z,6,CHANGES_REQUESTED,666.0019444444445,5,71,Merged
Set default NODE_ENV value if not set,2017-01-14T17:19:17Z,2017-01-16T03:58:46Z,2017-01-16T03:58:46Z,1,APPROVED,34.658055555555556,3,70,Merged
Add correct sync version of error handling with existSync.,2017-01-14T17:41:28Z,2017-01-15T12:15:07Z,2017-01-15T12:15:07Z,5,,18.560833333333335,3,145,Merged
Add cross browser stacktrace,2017-01-15T13:35:13Z,2017-01-15T16:17:30Z,2017-01-15T16:17:30Z,5,,2.7047222222222222,1,350,Merged
Add NODE_PATH support for resolveLoaders as well.,2017-01-15T17:20:04Z,2017-01-16T05:40:15Z,2017-01-16T05:40:15Z,3,,12.336388888888889,1,131,Merged
Add Apollo example,2017-01-15T19:38:48Z,2017-01-22T12:27:07Z,2017-01-22T12:27:07Z,20,,160.80527777777777,15,458,Merged
Fix link,2017-01-16T14:46:19Z,2017-01-16T21:23:25Z,2017-01-16T21:23:25Z,1,APPROVED,6.618333333333333,27,0,Merged
Added Google AMP example,2017-01-16T16:30:44Z,2017-01-24T13:20:57Z,2017-01-24T13:20:57Z,17,,188.83694444444444,9,16,Merged
<Link>: Added deprecation message when adding an extra anchor,2017-01-16T19:46:12Z,2017-01-16T21:02:12Z,2017-01-16T21:02:12Z,1,APPROVED,1.2666666666666666,2,11,Merged
Added Koa example,2017-01-16T22:33:05Z,2017-01-17T07:23:07Z,2017-01-17T07:23:07Z,1,APPROVED,8.83388888888889,7,0,Merged
Add update-notifier for dev mode,2017-01-17T20:26:57Z,,2017-05-27T11:47:51Z,3,,3111.3483333333334,3,10,Closed
Check write-access on prototype.,2017-01-18T13:54:29Z,,2017-01-28T13:43:19Z,5,,239.8138888888889,1,92,Closed
Add support for custom hot reload config,2017-01-18T23:28:25Z,,2017-05-10T08:19:29Z,6,,2672.851111111111,3,14,Closed
Fix error fonts,2017-01-19T16:27:42Z,2017-01-22T02:04:41Z,2017-01-22T02:04:41Z,4,,57.61638888888889,1,339,Merged
Make sure lastAppProps always have some value.,2017-01-19T17:31:56Z,2017-01-20T19:33:47Z,2017-01-20T19:33:47Z,1,,26.030833333333334,11,10,Merged
Update styled-component docs,2017-01-20T03:22:16Z,2017-01-21T21:24:18Z,2017-01-21T21:24:18Z,1,,42.03388888888889,2,465,Merged
TypeScript example proposal,2017-01-20T12:40:19Z,2017-02-09T11:36:59Z,2017-02-09T11:36:59Z,24,APPROVED,478.94444444444446,6,235,Merged
Wrap render method created using class properties.,2017-01-21T08:24:59Z,,2017-01-22T11:44:30Z,9,,27.325277777777778,1,225,Closed
Use ErrorDebug component on error of react-hot-loader,2017-01-21T16:46:44Z,2017-01-21T18:46:18Z,2017-01-21T18:46:18Z,1,APPROVED,1.9927777777777778,2,257,Merged
Wrap render method created using class properties (2),2017-01-22T11:41:18Z,2017-01-22T18:11:56Z,2017-01-22T18:11:56Z,5,,6.510555555555555,1,48,Merged
Example using Fela,2017-01-23T13:41:06Z,2017-01-23T23:29:15Z,2017-01-23T23:29:15Z,2,,9.8025,6,0,Merged
Handles the initial popstate event of older version of Safari,2017-01-24T12:08:25Z,2017-01-25T16:58:27Z,2017-01-25T16:58:27Z,2,APPROVED,28.83388888888889,1,549,Merged
Fix handling finished response,2017-01-26T08:49:05Z,2017-01-26T11:06:50Z,2017-01-26T11:06:50Z,1,APPROVED,2.2958333333333334,2,145,Merged
Do not patch prototypes with render exposed only as a getter.,2017-01-27T09:39:58Z,2017-01-28T13:50:47Z,2017-01-28T13:50:47Z,3,,28.18027777777778,1,210,Merged
Fix Apollo Example,2017-01-27T14:46:07Z,2017-01-27T16:06:17Z,2017-01-27T16:06:17Z,3,,1.336111111111111,2,205,Merged
[WIP] Add `assetPrefix` support,2017-01-27T21:35:16Z,,2017-04-12T10:18:23Z,12,,1788.7186111111112,12,271,Closed
with-apollo: Don't store Redux store and Apollo client in global namespace,2017-01-28T09:08:56Z,2017-01-28T16:22:33Z,2017-01-28T16:22:33Z,5,,7.226944444444444,3,72,Merged
[WIP] Remember scroll position on error,2017-01-28T13:56:12Z,2017-01-31T03:26:18Z,2017-01-31T03:26:18Z,8,,61.501666666666665,2,77,Merged
Remove yarn.lock from examples,2017-01-28T16:24:40Z,2017-01-29T00:18:54Z,2017-01-29T00:18:54Z,5,,7.903888888888889,3,61,Merged
Adding an example for universal custom routing,2017-01-28T18:31:25Z,,2017-10-22T10:05:44Z,2,,6399.571944444445,6,889,Closed
Make file-system based routes optional for custom servers,2017-01-28T18:48:58Z,2017-05-27T15:40:15Z,2017-05-27T15:40:15Z,4,APPROVED,2852.8547222222223,2,538,Merged
Allow any element to be rendered under Link,2017-01-29T22:14:45Z,2017-02-03T20:27:13Z,2017-02-03T20:27:13Z,14,,118.20777777777778,1,167,Merged
Use service-worker to fetch only JSON pages.,2017-01-30T03:49:39Z,2017-01-30T10:42:50Z,2017-01-30T10:42:50Z,4,,6.886388888888889,1,110,Merged
Add support for Webpack 2's tree-shaking,2017-01-30T07:23:16Z,2017-01-31T06:31:28Z,2017-01-31T06:31:28Z,7,,23.136666666666667,3,197,Merged
Fix cssRules TypeError on error page,2017-01-30T13:57:52Z,,2017-02-09T13:44:15Z,1,,239.77305555555554,1,137,Closed
add pretty message if port already in use(#927),2017-01-30T14:30:01Z,2017-02-01T20:36:24Z,2017-02-01T20:36:24Z,18,,54.10638888888889,3,10,Merged
Add configuration to specify the name of the `pages` directory.,2017-01-30T17:47:44Z,,2017-08-13T10:18:33Z,4,APPROVED,4672.5136111111115,17,653,Closed
Set dev variable consistent with examples,2017-01-31T13:03:41Z,2017-01-31T14:18:11Z,2017-01-31T14:18:11Z,2,APPROVED,1.2416666666666667,1,35,Merged
Added React-MD example,2017-01-31T15:57:45Z,2017-02-02T12:11:00Z,2017-02-02T12:11:00Z,10,APPROVED,44.22083333333333,4,324,Merged
[Perf] Introducing static bundle,2017-01-31T19:00:54Z,,2017-03-25T17:26:08Z,7,,1270.4205555555557,8,1564,Closed
Resolve preset es2015 from next directory,2017-02-01T20:42:36Z,2017-02-02T02:05:21Z,2017-02-02T02:05:22Z,1,,5.379166666666666,1,209,Merged
Allow parsed url to be passed down,2017-02-01T21:22:46Z,2017-02-02T06:51:09Z,2017-02-02T06:51:09Z,5,,9.473055555555556,4,10,Merged
Add babel module resolver in the right place,2017-02-01T22:50:55Z,,2017-02-02T05:49:19Z,1,,6.973333333333334,2,84,Closed
Resolve styled-jsx/style when transpiling ES2015 modules.,2017-02-02T02:36:27Z,2017-02-02T05:56:21Z,2017-02-02T05:56:21Z,2,APPROVED,3.3316666666666666,2,49,Merged
Introduce a simple prefetching solution,2017-02-02T11:56:28Z,2017-02-15T08:52:23Z,2017-02-15T08:52:23Z,26,,308.93194444444447,13,184,Merged
[WIP] Migrate from Gulp to Fly,2017-02-03T01:38:18Z,2017-02-09T19:33:08Z,2017-02-09T19:33:09Z,6,APPROVED,161.9138888888889,4,1507,Merged
Find custom babel config location properly.,2017-02-03T03:56:14Z,2017-02-03T05:33:36Z,2017-02-03T05:33:36Z,4,,1.6227777777777779,4,179,Merged
Add next.js flowtype definition to with-flow example,2017-02-03T10:38:49Z,2017-02-05T10:39:52Z,2017-02-05T10:39:52Z,6,,48.0175,2,935,Merged
examples: add `svg-components`,2017-02-03T22:42:03Z,2017-03-15T14:26:09Z,2017-03-15T14:26:09Z,7,APPROVED,951.735,5,154,Merged
Added universal configuration example,2017-02-04T20:26:29Z,2017-02-04T23:13:23Z,2017-02-04T23:13:24Z,2,,2.7816666666666667,5,10,Merged
Properly handle hash URL changes.,2017-02-05T07:11:35Z,2017-02-05T08:58:45Z,2017-02-05T08:58:45Z,6,,1.7861111111111112,1,482,Merged
[POC] Pretty url routing,2017-02-05T14:29:40Z,2017-03-15T14:24:55Z,2017-03-15T14:24:55Z,1,APPROVED,911.9208333333333,6,186,Merged
Add contributing.md,2017-02-05T21:41:40Z,2017-02-06T13:19:35Z,2017-02-06T13:19:35Z,3,,15.631944444444445,2,110,Merged
Throw when parsedUrl is not provided,2017-02-06T14:57:42Z,2017-02-09T03:22:48Z,2017-02-09T03:22:48Z,1,,60.41833333333334,1,10,Merged
add global stylesheet example,2017-02-06T18:46:19Z,2017-02-11T23:22:35Z,2017-02-11T23:22:35Z,6,APPROVED,124.60444444444444,8,146,Merged
adding hostname argument to CLI,2017-02-06T18:57:03Z,2017-02-12T11:26:10Z,2017-02-12T11:26:10Z,16,APPROVED,136.48527777777778,2,0,Merged
Update Apollo example,2017-02-07T05:21:32Z,2017-02-07T11:02:28Z,2017-02-07T11:02:28Z,2,APPROVED,5.682222222222222,2,151,Merged
add react and react dom as peer,2017-02-07T10:59:22Z,2017-02-08T04:41:39Z,2017-02-08T04:41:39Z,15,,17.704722222222223,38,227,Merged
Add babel-preset-latest support.,2017-02-07T18:03:13Z,2017-02-08T12:05:26Z,2017-02-08T12:05:26Z,4,APPROVED,18.036944444444444,3,107,Merged
Using router example improvements,2017-02-08T13:20:09Z,2017-02-09T16:32:01Z,2017-02-09T16:32:01Z,8,,27.197777777777777,2,37,Merged
Upgrade the version of styled-components,2017-02-08T18:28:44Z,,2017-05-07T12:24:44Z,1,,2105.9333333333334,3,0,Closed
Add auth0 example,2017-02-09T11:28:31Z,,2017-02-12T17:22:14Z,1,,77.89527777777778,16,146,Closed
Add example app with React Intl,2017-02-09T16:29:38Z,2017-02-24T21:45:19Z,2017-02-24T21:45:19Z,13,,365.2613888888889,14,11,Merged
"Complete hapi lifecycle for defaultHandlerWrapper, and include loggin…",2017-02-10T03:01:08Z,,2017-02-12T19:32:41Z,2,,64.52583333333334,3,234,Closed
Ensure not to render ErrorDebug on production,2017-02-10T05:52:51Z,2017-02-10T09:05:23Z,2017-02-10T09:05:23Z,1,APPROVED,3.2088888888888887,1,115,Merged
Use minimist string option for hostname,2017-02-12T11:39:49Z,2017-02-12T16:23:43Z,2017-02-12T16:23:43Z,4,,4.7316666666666665,2,13,Merged
Babelrc false babelrc,2017-02-12T19:06:18Z,2017-02-12T21:18:23Z,2017-02-12T21:18:23Z,4,APPROVED,2.201388888888889,3,358,Merged
Transform es2015 modules if our babel preset runs outside of Next.js,2017-02-12T20:00:14Z,,2017-06-26T19:11:02Z,13,,3215.18,3,387,Closed
fix issues wih mobx and patch-react #899,2017-02-13T00:22:59Z,,2017-02-13T08:44:46Z,1,,8.363055555555556,1,377,Closed
Copy all properties and descriptors when patching React,2017-02-13T08:43:43Z,2017-02-15T03:00:39Z,2017-02-15T03:00:39Z,4,,42.282222222222224,1,48,Merged
Ensure NODE_ENV is production when deploying on Now,2017-02-13T13:50:15Z,2017-02-13T15:09:12Z,2017-02-13T15:09:12Z,3,APPROVED,1.3158333333333334,1,861,Merged
Add webpack-bundle-analyzer example,2017-02-13T19:32:49Z,2017-02-14T02:24:50Z,2017-02-14T02:24:51Z,1,,6.866944444444444,5,11,Merged
"Implement ""on demand entries""",2017-02-13T21:05:17Z,2017-02-26T19:45:17Z,2017-02-26T19:45:17Z,17,,310.6666666666667,17,646,Merged
Add auth example,2017-02-15T01:20:24Z,,2017-11-23T12:49:58Z,15,,6755.4927777777775,17,410,Closed
Fix with-styled-jsx-postcss example,2017-02-15T09:51:15Z,2017-02-15T10:57:15Z,2017-02-15T10:57:15Z,1,APPROVED,1.1,3,28,Merged
Fix HMR issue with webpack-stats-analyzer,2017-02-15T11:29:44Z,2017-02-15T12:42:49Z,2017-02-15T12:42:49Z,4,,1.2180555555555554,3,11,Merged
Remove ahead of time gzip support,2017-02-15T13:40:31Z,2017-02-15T14:49:45Z,2017-02-15T14:49:46Z,1,,1.153888888888889,7,10,Merged
Reload the page if asked to change the current URL,2017-02-15T17:14:38Z,2017-02-15T18:27:42Z,2017-02-15T18:27:42Z,1,,1.2177777777777778,4,124,Merged
Improve prefetch,2017-02-15T18:10:55Z,2017-02-15T19:29:43Z,2017-02-15T19:29:43Z,1,,1.3133333333333332,4,183,Merged
Changes hard-coded module aliases to be relative,2017-02-15T19:24:26Z,2017-02-16T02:07:30Z,2017-02-16T02:07:30Z,12,,6.717777777777778,3,412,Merged
"Fix ""EXDEV: cross-device link not permitted"" error",2017-02-16T03:31:52Z,2017-02-16T14:16:02Z,2017-02-16T14:16:02Z,4,APPROVED,10.73611111111111,2,530,Merged
Add message for missing peerDependencies,2017-02-17T12:02:49Z,2017-02-23T16:00:38Z,2017-02-23T16:00:38Z,11,,147.9636111111111,1,11,Merged
Added next-redux-wrapper to example,2017-02-18T01:10:11Z,2017-02-18T04:10:28Z,2017-02-18T04:10:28Z,3,,3.004722222222222,5,494,Merged
Move lastAppProps back where it should be,2017-02-19T17:54:09Z,2017-02-19T20:35:48Z,2017-02-19T20:35:48Z,3,,2.694166666666667,1,11,Merged
Make sure routes are always lowercase,2017-02-19T21:04:54Z,,2017-02-20T15:48:31Z,1,,18.726944444444445,2,216,Closed
Add universal redirect example,2017-02-21T22:01:48Z,,2017-02-26T17:46:25Z,3,,115.74361111111111,5,0,Closed
Fix relative module aliases for Windows,2017-02-22T19:09:02Z,2017-02-23T23:19:35Z,2017-02-23T23:19:35Z,1,,28.175833333333333,1,36,Merged
Add better hash URL support.,2017-02-22T20:31:10Z,2017-02-28T17:31:18Z,2017-02-28T17:31:18Z,3,,141.00222222222223,7,165,Merged
Improve `readme.md`,2017-02-23T14:18:05Z,,2017-06-30T20:18:55Z,7,CHANGES_REQUESTED,3054.0138888888887,97,777,Closed
An example with react-helmet,2017-02-24T06:12:41Z,2017-03-15T14:23:43Z,2017-03-15T14:23:43Z,12,APPROVED,464.1838888888889,5,0,Merged
"Improve documentation for ""Custom server and routing""",2017-02-25T16:53:55Z,2017-02-25T18:35:10Z,2017-02-25T18:35:10Z,1,APPROVED,1.6875,1,321,Merged
Throw Error when url.parse without true is parsed,2017-02-25T19:03:23Z,2017-03-01T23:30:08Z,2017-03-01T23:30:08Z,3,,100.44583333333334,1,77,Merged
Example with next-routes,2017-02-26T13:12:09Z,2017-03-01T17:42:48Z,2017-03-01T17:42:48Z,2,APPROVED,76.51083333333334,7,88,Merged
Fire the route cancelled error right away.,2017-02-28T06:31:31Z,2017-02-28T08:48:41Z,2017-02-28T08:48:41Z,1,APPROVED,2.286111111111111,1,165,Merged
Update Koa example for Koa 2 with async/await,2017-02-28T19:44:03Z,2017-02-28T20:49:58Z,2017-02-28T20:49:58Z,1,APPROVED,1.0986111111111112,2,12,Merged
