title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours,filesChanged,description,result
List Anish & Cameron as the Core Maintainers,2019-01-11T20:34:47Z,2019-01-12T01:04:59Z,2019-01-12T01:04:59Z,1,APPROVED,4.503333333333333,1,576,Merged
Add backend: Crystal (Onyx),2019-02-22T14:41:15Z,2019-02-25T14:42:51Z,2019-02-25T14:42:52Z,1,APPROVED,72.02666666666667,1,0,Merged
Add logo for Ember.js,2019-11-17T14:18:34Z,2019-11-19T16:09:38Z,2019-11-19T16:09:38Z,2,APPROVED,49.85111111111111,1,0,Merged
added neo to the frontend-repos.yaml,2020-04-07T18:37:03Z,2020-05-19T22:57:51Z,2020-05-19T22:57:51Z,1,APPROVED,1012.3466666666667,1,0,Merged
Remove Ember Octane,2020-05-23T17:30:55Z,2021-01-25T11:15:52Z,2021-01-25T11:15:52Z,3,APPROVED,5921.7491666666665,1,230,Merged
Fixing GitHub profile link,2020-06-02T15:29:19Z,,2021-01-29T14:07:05Z,1,,5782.629444444445,1,0,Closed
adding Mithril.JS frontend example,2020-07-10T19:21:56Z,,2021-02-26T22:38:03Z,1,CHANGES_REQUESTED,5547.268611111111,1,67,Closed
Fix typo (change 'distirbution' to 'distribution'),2020-07-18T13:12:47Z,2021-01-23T09:06:55Z,2021-01-23T09:06:55Z,1,APPROVED,4531.902222222222,1,96,Merged
Fix Purescript + Halogen frontend logo url,2020-09-02T22:37:48Z,2021-01-23T14:23:45Z,2021-01-23T14:23:45Z,2,APPROVED,3423.7658333333334,1,80,Merged
add FastAPI implementation,2021-02-13T22:09:42Z,2021-02-14T23:07:09Z,2021-02-14T23:07:10Z,1,APPROVED,24.9575,1,84,Merged
Update Riot repos,2021-02-14T09:44:52Z,2021-02-14T11:17:03Z,2021-02-14T11:17:03Z,1,APPROVED,1.5363888888888888,1,74,Merged
fix swagger for how to register a new user,2021-02-28T06:43:17Z,,2021-04-20T00:39:15Z,2,,1217.9327777777778,1,55,Closed
Add event driven vanilla JS web components,2021-03-08T21:50:31Z,2021-03-10T14:43:54Z,2021-03-10T14:43:55Z,3,APPROVED,40.889722222222225,1,284,Merged
Add Android(Kotlin) in mobile-repo,2021-03-20T16:02:57Z,,2021-04-15T09:48:43Z,1,,617.7627777777777,1,86,Closed
feat(project): add community guidelines,2021-05-04T07:04:28Z,2021-06-02T21:05:24Z,2021-06-02T21:05:24Z,1,CHANGES_REQUESTED,710.0155555555556,4,64,Merged
Test comment GET without login on run-api-tests.sh,2021-05-29T14:59:49Z,2021-06-02T20:44:34Z,2021-06-02T20:44:34Z,1,APPROVED,101.74583333333334,1,184,Merged
feat(project): update to newman 5,2021-06-23T06:55:33Z,2021-07-01T11:15:31Z,2021-07-01T11:15:31Z,1,APPROVED,196.33277777777778,1,1235,Merged
make get by tag and get favorites by user API tests unconditional,2021-06-23T12:19:43Z,2021-09-25T13:07:03Z,2021-09-25T13:07:03Z,1,APPROVED,2256.788888888889,1,746,Merged
update links to implementation specs hosted on gh-pages,2021-10-06T17:48:19Z,2021-10-07T10:28:06Z,2021-10-07T10:28:06Z,3,CHANGES_REQUESTED,16.663055555555555,1,846,Merged
Format postman specification,2021-10-06T20:31:30Z,2021-10-12T11:53:49Z,2021-10-12T11:53:49Z,1,APPROVED,135.37194444444444,1,822,Merged
Fix some minor grammatical errors.,2021-10-09T07:50:48Z,2021-10-11T08:37:42Z,2021-10-11T08:37:42Z,2,CHANGES_REQUESTED,48.781666666666666,3,867,Merged
feat: setup Dependabot for NPM and GitHub Actions,2021-10-18T22:17:33Z,2021-10-23T08:11:12Z,2021-10-23T08:11:12Z,1,APPROVED,105.89416666666666,1,1001,Merged
Update README,2021-10-20T18:24:57Z,2021-10-21T14:42:55Z,2021-10-21T14:42:55Z,1,APPROVED,20.299444444444443,1,822,Merged
    docs: added link to CodebaseShow in the documentation footer,2021-10-25T08:26:47Z,2021-10-25T21:52:26Z,2021-10-25T21:52:26Z,1,APPROVED,13.4275,1,976,Merged
docs: update introduction.md,2021-10-28T15:35:18Z,2021-10-28T16:40:17Z,2021-10-28T16:40:17Z,1,APPROVED,1.0830555555555557,1,884,Merged
Fix two minor typos,2023-08-01T13:23:07Z,2023-08-02T14:10:38Z,2023-08-02T14:10:38Z,1,APPROVED,24.791944444444443,1,879,Merged
Make minor language edits for clarity,2023-08-02T20:22:17Z,2023-09-19T08:03:34Z,2023-09-19T08:03:34Z,1,APPROVED,1139.6880555555556,1,1006,Merged
fix: rely on id as a reference,2024-01-03T17:01:40Z,2024-01-03T18:11:47Z,2024-01-03T18:11:47Z,2,,1.168611111111111,21,182,Merged
